SessionID;TurnIndex;CharacterName;PlayerResponse;ResponseLength;ResponseTime;AIResponseText
P01;1;Claudius;"what's the real reason you got remarried with my mom?";53;1981.426;"What do you mean, Hamlet? I married your mother because she brought comfort in the shadow of grief."
P01;2;Gertrude;"what's the real reason you got remarried with Claudius?";55;1993.016;"What do you mean, Hamlet? I married him to protect you—to heal the wounds of loss for us all."
P01;3;Claudius;"tell the truth, you killed my dad. didn't you?";46;2013.772;"Hamlet, this madness cannot persist. I have never harmed your father, nor would I ever."
P01;4;Claudius;"i'll make you step down from that throne soon";45;2039.612;"You speak in shadows, Hamlet. Your threats only trouble your own soul."
P01;5;Gertrude;"is it okay if I hurt Claudius?";30;2076.735;"Hamlet, don’t say such things. Violence changes nothing, and you are better than this."
P01;6;Gertrude;"but it's a clear way. isn't it?";31;2103.375;"No, my son. True clarity is rare in shadows. Moderation, patience—there are wiser paths to justice."
P01;7;Ophelia;"i don't think i'll be able to keep in touch for a while";55;2129.248;"You plan to leave, to abandon me? Why, Hamlet? What cause drives you?"
P01;8;Ophelia;"just wait a little longer. i'll explain everything later";56;2176.671;"Your words are swords to wound me, Hamlet. Tell me what torments you so."
P01;9;Gertrude;"Mother, you have my father much offended.";41;2220.894;"Offended, Hamlet? What old memories claw at you tonight?"
P01;10;Gertrude;"mom, please support me";22;2228.601;"My support is never in doubt, but let me help you find light, not darkness."
P01;11;ChoiceButton;"“O my prophetic soul! My uncle—guilty. Now is the time for vengeance.”";70;2239.917;"Gertrude 비활성화"
P01;12;Claudius;"I will avenge my dad";20;2245.174;"Enough, Hamlet! Your heart is sick with pain; nothing good can come of this endless rage."
P01;13;Claudius;"be careful on your way back home at night";41;2268.151;"What do you mean, Hamlet? These dark words, they mean nothing."
P01;14;Claudius;"were you happy after remarrying my mom?";39;2279.908;"Such a question... Yes, I found solace in her presence, as any man might."
P01;15;Claudius;"The truth will come out someday.";32;2315.991;"There is no truth to tangle, Hamlet. Only restless shadows torment your thoughts."
P01;16;Claudius;"i found the bloody knife";24;2341.914;"What knife do you speak of, Hamlet? Your words twist in shadows."
P01;17;Claudius;"the person who sold you a poison is my friend";45;2358.37;"Hamlet, this paranoia will devour you. You speak in riddles that only you understand."
P01;18;Claudius;"your fingerprints were found on the poisoned cup";48;2381.543;"Hamlet, what strange reality drives you to these delusions? There is no cup, no poison, no hand of mine."
P01;19;Claudius;"my servant saw everything";25;2395.717;"Enough of these games, Hamlet! I will not spar with shadows any longer!"
P01;20;Claudius;"show me the proof that it's not true";36;2402.873;"You do not know the danger you court, Hamlet. Cease these accusations before they consume us both."
P01;21;Claudius;"we'll see about that";20;2410.053;"Hamlet, I fear for your soul if you persist in this destructive path."
P01;22;ChoiceButton;"“The time is out of joint—now must I set it right. My father waits.”";68;2423.42;" 비활성화"
